# t,phase,ang_deg,x,y,z,dist_to_ideal_mm,radial_err_ideal_mm,dist_to_fit_mm,radial_err_fit_mm
5.3160,0.6580,236.8800,0.3469,-0.1843,1.4039,123.5252,3.5252,123.3530,0.0789
5.3180,0.6590,237.2400,0.3469,-0.1849,1.4043,123.5255,3.5255,123.3509,0.0768
5.3200,0.6600,237.6000,0.3469,-0.1856,1.4048,123.5249,3.5249,123.3479,0.0738
5.3220,0.6610,237.9600,0.3469,-0.1862,1.4052,123.5239,3.5239,123.3446,0.0705
5.3240,0.6620,238.3200,0.3469,-0.1869,1.4056,123.5232,3.5232,123.3414,0.0673
5.3260,0.6630,238.6800,0.3468,-0.1875,1.4060,123.5231,3.5231,123.3390,0.0649
5.3280,0.6640,239.0400,0.3468,-0.1882,1.4064,123.5241,3.5241,123.3376,0.0635
5.3300,0.6650,239.4000,0.3468,-0.1889,1.4068,123.5238,3.5238,123.3349,0.0608
5.3320,0.6660,239.7600,0.3468,-0.1895,1.4072,123.5227,3.5227,123.3315,0.0574
5.3340,0.6670,240.1200,0.3468,-0.1902,1.4076,123.5215,3.5215,123.3279,0.0538
5.3360,0.6680,240.4800,0.3468,-0.1909,1.4080,123.5205,3.5205,123.3247,0.0506
5.3380,0.6690,240.8400,0.3468,-0.1915,1.4084,123.5204,3.5204,123.3222,0.0481
5.3400,0.6700,241.2000,0.3468,-0.1922,1.4088,123.5215,3.5215,123.3209,0.0468
5.3420,0.6710,241.5600,0.3468,-0.1929,1.4092,123.5213,3.5213,123.3185,0.0444
5.3440,0.6720,241.9200,0.3468,-0.1936,1.4096,123.5205,3.5205,123.3154,0.0413
5.3460,0.6730,242.2800,0.3468,-0.1942,1.4100,123.5196,3.5196,123.3122,0.0381
5.3480,0.6740,242.6400,0.3468,-0.1949,1.4103,123.5191,3.5191,123.3094,0.0353
5.3500,0.6750,243.0000,0.3468,-0.1956,1.4107,123.5194,3.5194,123.3074,0.0333
5.3520,0.6760,243.3600,0.3468,-0.1963,1.4111,123.5211,3.5211,123.3068,0.0327
5.3540,0.6770,243.7200,0.3468,-0.1970,1.4114,123.5215,3.5215,123.3050,0.0309
5.3560,0.6780,244.0800,0.3468,-0.1977,1.4118,123.5214,3.5214,123.3026,0.0285
5.3580,0.6790,244.4400,0.3468,-0.1984,1.4121,123.5212,3.5212,123.3001,0.0260
5.3600,0.6800,244.8000,0.3468,-0.1991,1.4125,123.5214,3.5214,123.2981,0.0240
5.3620,0.6810,245.1600,0.3468,-0.1998,1.4128,123.5225,3.5225,123.2970,0.0229
5.3640,0.6820,245.5200,0.3468,-0.2005,1.4131,123.5250,3.5250,123.2972,0.0231
5.3660,0.6830,245.8800,0.3468,-0.2012,1.4135,123.5263,3.5263,123.2963,0.0222
5.3680,0.6840,246.2400,0.3468,-0.2019,1.4138,123.5270,3.5270,123.2948,0.0207
5.3700,0.6850,246.6000,0.3468,-0.2026,1.4141,123.5277,3.5277,123.2933,0.0192
5.3720,0.6860,246.9600,0.3468,-0.2033,1.4144,123.5288,3.5288,123.2922,0.0181
5.3740,0.6870,247.3200,0.3468,-0.2040,1.4148,123.5309,3.5309,123.2921,0.0180
5.3760,0.6880,247.6800,0.3468,-0.2047,1.4151,123.5343,3.5343,123.2933,0.0192
5.3780,0.6890,248.0400,0.3468,-0.2054,1.4154,123.5365,3.5365,123.2934,0.0193
5.3800,0.6900,248.4000,0.3468,-0.2061,1.4157,123.5382,3.5382,123.2929,0.0188
5.3820,0.6910,248.7600,0.3468,-0.2068,1.4160,123.5398,3.5398,123.2924,0.0183
5.3840,0.6920,249.1200,0.3468,-0.2076,1.4163,123.5419,3.5419,123.2924,0.0183
5.3860,0.6930,249.4800,0.3468,-0.2083,1.4166,123.5449,3.5449,123.2932,0.0191
5.3880,0.6940,249.8400,0.3468,-0.2090,1.4168,123.5464,3.5464,123.2926,0.0185
5.3900,0.6950,250.2000,0.3468,-0.2097,1.4171,123.5470,3.5470,123.2911,0.0170
5.3920,0.6960,250.5600,0.3468,-0.2105,1.4174,123.5473,3.5473,123.2893,0.0152
5.3940,0.6970,250.9200,0.3467,-0.2112,1.4177,123.5477,3.5477,123.2877,0.0136
5.3960,0.6980,251.2800,0.3467,-0.2119,1.4179,123.5488,3.5488,123.2867,0.0126
5.3980,0.6990,251.6400,0.3467,-0.2127,1.4182,123.5510,3.5510,123.2869,0.0127
5.4000,0.7000,252.0000,0.3467,-0.2134,1.4184,123.5519,3.5519,123.2857,0.0116
5.4020,0.7010,252.3600,0.3467,-0.2141,1.4187,123.5520,3.5520,123.2837,0.0096
5.4040,0.7020,252.7200,0.3467,-0.2149,1.4189,123.5520,3.5520,123.2816,0.0075
5.4060,0.7030,253.0800,0.3467,-0.2156,1.4192,123.5522,3.5522,123.2798,0.0057
5.4080,0.7040,253.4400,0.3467,-0.2163,1.4194,123.5532,3.5532,123.2788,0.0047
5.4100,0.7050,253.8000,0.3467,-0.2171,1.4197,123.5554,3.5554,123.2790,0.0049
5.4120,0.7060,254.1600,0.3467,-0.2178,1.4199,123.5564,3.5564,123.2780,0.0039
5.4140,0.7070,254.5200,0.3467,-0.2186,1.4201,123.5567,3.5567,123.2763,0.0022
5.4160,0.7080,254.8800,0.3467,-0.2193,1.4203,123.5569,3.5569,123.2745,0.0004
5.4180,0.7090,255.2400,0.3467,-0.2201,1.4205,123.5574,3.5574,123.2731,0.0010
5.4200,0.7100,255.6000,0.3467,-0.2208,1.4207,123.5588,3.5588,123.2726,0.0015
5.4220,0.7110,255.9600,0.3467,-0.2216,1.4210,123.5615,3.5615,123.2733,0.0008
5.4240,0.7120,256.3200,0.3467,-0.2223,1.4212,123.5630,3.5630,123.2729,0.0012
5.4260,0.7130,256.6800,0.3467,-0.2231,1.4213,123.5638,3.5638,123.2718,0.0023
5.4280,0.7140,257.0400,0.3467,-0.2238,1.4215,123.5646,3.5646,123.2707,0.0034
5.4300,0.7150,257.4000,0.3467,-0.2246,1.4217,123.5658,3.5658,123.2700,0.0041
5.4320,0.7160,257.7600,0.3467,-0.2253,1.4219,123.5678,3.5678,123.2701,0.0040
5.4340,0.7170,258.1200,0.3467,-0.2261,1.4221,123.5712,3.5712,123.2716,0.0025
5.4360,0.7180,258.4800,0.3467,-0.2268,1.4223,123.5734,3.5734,123.2720,0.0022
5.4380,0.7190,258.8400,0.3467,-0.2276,1.4224,123.5750,3.5750,123.2717,0.0024
5.4400,0.7200,259.2000,0.3467,-0.2284,1.4226,123.5765,3.5765,123.2714,0.0027
5.4420,0.7210,259.5600,0.3467,-0.2291,1.4227,123.5784,3.5784,123.2715,0.0026
5.4440,0.7220,259.9200,0.3467,-0.2299,1.4229,123.5812,3.5812,123.2725,0.0016
5.4460,0.7230,260.2800,0.3467,-0.2306,1.4230,123.5826,3.5826,123.2720,0.0021
5.4480,0.7240,260.6400,0.3467,-0.2314,1.4232,123.5830,3.5830,123.2706,0.0035
5.4500,0.7250,261.0000,0.3467,-0.2322,1.4233,123.5830,3.5830,123.2689,0.0052
5.4520,0.7260,261.3600,0.3467,-0.2329,1.4235,123.5832,3.5832,123.2673,0.0068
5.4540,0.7270,261.7200,0.3467,-0.2337,1.4236,123.5840,3.5840,123.2664,0.0077
5.4560,0.7280,262.0800,0.3467,-0.2345,1.4237,123.5859,3.5859,123.2666,0.0075
5.4580,0.7290,262.4400,0.3467,-0.2352,1.4238,123.5865,3.5865,123.2654,0.0087
5.4600,0.7300,262.8000,0.3467,-0.2360,1.4239,123.5863,3.5863,123.2635,0.0106
5.4620,0.7310,263.1600,0.3467,-0.2368,1.4240,123.5858,3.5858,123.2614,0.0127
5.4640,0.7320,263.5200,0.3467,-0.2376,1.4241,123.5857,3.5857,123.2595,0.0146
5.4660,0.7330,263.8800,0.3467,-0.2383,1.4242,123.5863,3.5863,123.2585,0.0156
5.4680,0.7340,264.2400,0.3467,-0.2391,1.4243,123.5881,3.5881,123.2586,0.0155
5.4700,0.7350,264.6000,0.3467,-0.2399,1.4244,123.5886,3.5886,123.2575,0.0166
5.4720,0.7360,264.9600,0.3467,-0.2406,1.4245,123.5885,3.5885,123.2557,0.0184
5.4740,0.7370,265.3200,0.3467,-0.2414,1.4246,123.5883,3.5883,123.2539,0.0202
5.4760,0.7380,265.6800,0.3467,-0.2422,1.4247,123.5884,3.5884,123.2524,0.0218
5.4780,0.7390,266.0400,0.3467,-0.2430,1.4247,123.5893,3.5893,123.2517,0.0224
5.4800,0.7400,266.4000,0.3467,-0.2437,1.4248,123.5914,3.5914,123.2522,0.0219
5.4820,0.7410,266.7600,0.3467,-0.2445,1.4249,123.5923,3.5923,123.2516,0.0225
5.4840,0.7420,267.1200,0.3467,-0.2453,1.4249,123.5927,3.5927,123.2504,0.0237
5.4860,0.7430,267.4800,0.3466,-0.2461,1.4250,123.5929,3.5929,123.2491,0.0250
5.4880,0.7440,267.8400,0.3466,-0.2468,1.4250,123.5936,3.5936,123.2482,0.0259
5.4900,0.7450,268.2000,0.3466,-0.2476,1.4251,123.5950,3.5950,123.2482,0.0260
5.4920,0.7460,268.5600,0.3466,-0.2484,1.4251,123.5978,3.5978,123.2494,0.0247
5.4940,0.7470,268.9200,0.3466,-0.2492,1.4251,123.5993,3.5993,123.2495,0.0246
5.4960,0.7480,269.2800,0.3466,-0.2499,1.4251,123.6003,3.6003,123.2490,0.0251
5.4980,0.7490,269.6400,0.3466,-0.2507,1.4252,123.6012,3.6012,123.2484,0.0257
5.5000,0.7500,270.0000,0.3466,-0.2515,1.4252,123.6026,3.6026,123.2483,0.0258
5.5020,0.7510,270.3600,0.3466,-0.2523,1.4252,123.6047,3.6047,123.2490,0.0251
5.5040,0.7520,270.7200,0.3466,-0.2531,1.4252,123.6081,3.6081,123.2510,0.0231
5.5060,0.7530,271.0800,0.3466,-0.2538,1.4252,123.6104,3.6104,123.2519,0.0222
5.5080,0.7540,271.4400,0.3466,-0.2546,1.4252,123.6121,3.6121,123.2522,0.0219
5.5100,0.7550,271.8000,0.3466,-0.2554,1.4252,123.6138,3.6138,123.2525,0.0216
5.5120,0.7560,272.1600,0.3466,-0.2562,1.4252,123.6158,3.6158,123.2532,0.0209
5.5140,0.7570,272.5200,0.3466,-0.2569,1.4252,123.6187,3.6187,123.2547,0.0194
5.5160,0.7580,272.8800,0.3466,-0.2577,1.4251,123.6201,3.6201,123.2548,0.0193
5.5180,0.7590,273.2400,0.3466,-0.2585,1.4251,123.6206,3.6206,123.2540,0.0201
5.5200,0.7600,273.6000,0.3466,-0.2593,1.4251,123.6208,3.6208,123.2529,0.0212
5.5220,0.7610,273.9600,0.3466,-0.2601,1.4250,123.6211,3.6211,123.2519,0.0222
5.5240,0.7620,274.3200,0.3466,-0.2608,1.4250,123.6220,3.6220,123.2515,0.0226
5.5260,0.7630,274.6800,0.3466,-0.2616,1.4250,123.6239,3.6239,123.2522,0.0219
5.5280,0.7640,275.0400,0.3466,-0.2624,1.4249,123.6245,3.6245,123.2515,0.0226
5.5300,0.7650,275.4000,0.3466,-0.2632,1.4248,123.6244,3.6244,123.2502,0.0239
5.5320,0.7660,275.7600,0.3466,-0.2639,1.4248,123.6241,3.6241,123.2486,0.0255
5.5340,0.7670,276.1200,0.3466,-0.2647,1.4247,123.6240,3.6240,123.2473,0.0268
5.5360,0.7680,276.4800,0.3466,-0.2655,1.4246,123.6246,3.6246,123.2467,0.0274
5.5380,0.7690,276.8400,0.3466,-0.2663,1.4246,123.6262,3.6262,123.2473,0.0268
5.5400,0.7700,277.2000,0.3466,-0.2670,1.4245,123.6267,3.6267,123.2466,0.0275
5.5420,0.7710,277.5600,0.3466,-0.2678,1.4244,123.6266,3.6266,123.2453,0.0288
5.5440,0.7720,277.9200,0.3466,-0.2686,1.4243,123.6263,3.6263,123.2439,0.0302
5.5460,0.7730,278.2800,0.3466,-0.2693,1.4242,123.6263,3.6263,123.2428,0.0313
5.5480,0.7740,278.6400,0.3466,-0.2701,1.4241,123.6271,3.6271,123.2425,0.0316
5.5500,0.7750,279.0000,0.3466,-0.2709,1.4240,123.6290,3.6290,123.2433,0.0308
5.5520,0.7760,279.3600,0.3466,-0.2717,1.4239,123.6298,3.6298,123.2431,0.0310
5.5540,0.7770,279.7200,0.3466,-0.2724,1.4238,123.6300,3.6300,123.2422,0.0319
5.5560,0.7780,280.0800,0.3466,-0.2732,1.4237,123.6301,3.6301,123.2413,0.0328
5.5580,0.7790,280.4400,0.3466,-0.2740,1.4235,123.6305,3.6305,123.2407,0.0334
5.5600,0.7800,280.8000,0.3466,-0.2747,1.4234,123.6317,3.6317,123.2409,0.0332
5.5620,0.7810,281.1600,0.3466,-0.2755,1.4233,123.6341,3.6341,123.2423,0.0319
5.5640,0.7820,281.5200,0.3466,-0.2763,1.4231,123.6354,3.6354,123.2426,0.0315
5.5660,0.7830,281.8800,0.3466,-0.2770,1.4230,123.6361,3.6361,123.2423,0.0318
5.5680,0.7840,282.2400,0.3466,-0.2778,1.4228,123.6367,3.6367,123.2420,0.0321
5.5700,0.7850,282.6000,0.3466,-0.2786,1.4227,123.6377,3.6377,123.2421,0.0320
5.5720,0.7860,282.9600,0.3466,-0.2793,1.4225,123.6394,3.6394,123.2429,0.0312
5.5740,0.7870,283.3200,0.3466,-0.2801,1.4224,123.6398,3.6398,123.2424,0.0317
5.5760,0.7880,283.6800,0.3466,-0.2808,1.4222,123.6394,3.6394,123.2411,0.0330
5.5780,0.7890,284.0400,0.3466,-0.2816,1.4220,123.6386,3.6386,123.2394,0.0347
5.5800,0.7900,284.4000,0.3466,-0.2824,1.4218,123.6379,3.6379,123.2379,0.0363
5.5820,0.7910,284.7600,0.3466,-0.2831,1.4216,123.6377,3.6377,123.2369,0.0372
5.5840,0.7920,285.1200,0.3466,-0.2839,1.4215,123.6385,3.6385,123.2368,0.0373
5.5860,0.7930,285.4800,0.3466,-0.2846,1.4213,123.6380,3.6380,123.2356,0.0385
5.5880,0.7940,285.8400,0.3466,-0.2854,1.4211,123.6369,3.6369,123.2337,0.0404
5.5900,0.7950,286.2000,0.3466,-0.2861,1.4209,123.6355,3.6355,123.2315,0.0426
5.5920,0.7960,286.5600,0.3466,-0.2869,1.4207,123.6344,3.6344,123.2297,0.0444
5.5940,0.7970,286.9200,0.3466,-0.2876,1.4204,123.6339,3.6339,123.2284,0.0457
5.5960,0.7980,287.2800,0.3466,-0.2884,1.4202,123.6345,3.6345,123.2283,0.0458
5.5980,0.7990,287.6400,0.3466,-0.2891,1.4200,123.6339,3.6339,123.2270,0.0471
5.6000,0.8000,288.0000,0.3466,-0.2899,1.4198,123.6327,3.6327,123.2251,0.0490
5.6020,0.8010,288.3600,0.3466,-0.2906,1.4195,123.6314,3.6314,123.2232,0.0510
5.6040,0.8020,288.7200,0.3466,-0.2913,1.4193,123.6304,3.6304,123.2215,0.0526
5.6060,0.8030,289.0800,0.3466,-0.2921,1.4191,123.6300,3.6300,123.2205,0.0536
5.6080,0.8040,289.4400,0.3466,-0.2928,1.4188,123.6308,3.6308,123.2206,0.0535
5.6100,0.8050,289.8000,0.3466,-0.2936,1.4186,123.6305,3.6305,123.2197,0.0544
5.6120,0.8060,290.1600,0.3466,-0.2943,1.4183,123.6296,3.6296,123.2183,0.0558
5.6140,0.8070,290.5200,0.3466,-0.2950,1.4181,123.6287,3.6287,123.2167,0.0574
5.6160,0.8080,290.8800,0.3466,-0.2958,1.4178,123.6280,3.6280,123.2156,0.0586
5.6180,0.8090,291.2400,0.3466,-0.2965,1.4175,123.6281,3.6281,123.2151,0.0590
5.6200,0.8100,291.6000,0.3466,-0.2972,1.4172,123.6293,3.6293,123.2158,0.0583
5.6220,0.8110,291.9600,0.3466,-0.2979,1.4170,123.6295,3.6295,123.2154,0.0587
5.6240,0.8120,292.3200,0.3466,-0.2987,1.4167,123.6291,3.6291,123.2146,0.0595
5.6260,0.8130,292.6800,0.3466,-0.2994,1.4164,123.6287,3.6287,123.2137,0.0604
5.6280,0.8140,293.0400,0.3466,-0.3001,1.4161,123.6286,3.6286,123.2131,0.0610
5.6300,0.8150,293.4000,0.3466,-0.3008,1.4158,123.6292,3.6292,123.2133,0.0608
5.6320,0.8160,293.7600,0.3466,-0.3016,1.4155,123.6286,3.6286,123.2123,0.0618
5.6340,0.8170,294.1200,0.3466,-0.3023,1.4152,123.6272,3.6272,123.2104,0.0637
5.6360,0.8180,294.4800,0.3466,-0.3030,1.4149,123.6254,3.6254,123.2083,0.0658
5.6380,0.8190,294.8400,0.3466,-0.3037,1.4146,123.6238,3.6238,123.2063,0.0678
5.6400,0.8200,295.2000,0.3466,-0.3044,1.4143,123.6226,3.6226,123.2048,0.0693
5.6420,0.8210,295.5600,0.3466,-0.3051,1.4139,123.6224,3.6224,123.2042,0.0699
5.6440,0.8220,295.9200,0.3466,-0.3058,1.4136,123.6210,3.6210,123.2025,0.0716
5.6460,0.8230,296.2800,0.3466,-0.3065,1.4133,123.6189,3.6189,123.2001,0.0740
5.6480,0.8240,296.6400,0.3466,-0.3072,1.4129,123.6167,3.6167,123.1976,0.0765
5.6500,0.8250,297.0000,0.3467,-0.3079,1.4126,123.6147,3.6147,123.1953,0.0788
5.6520,0.8260,297.3600,0.3467,-0.3086,1.4123,123.6132,3.6132,123.1936,0.0805
5.6540,0.8270,297.7200,0.3467,-0.3093,1.4119,123.6128,3.6128,123.1929,0.0812
5.6560,0.8280,298.0800,0.3467,-0.3100,1.4115,123.6113,3.6113,123.1912,0.0829
5.6580,0.8290,298.4400,0.3467,-0.3107,1.4112,123.6092,3.6092,123.1889,0.0852
5.6600,0.8300,298.8000,0.3467,-0.3114,1.4108,123.6070,3.6070,123.1865,0.0876
5.6620,0.8310,299.1600,0.3467,-0.3121,1.4105,123.6051,3.6051,123.1845,0.0896
5.6640,0.8320,299.5200,0.3467,-0.3128,1.4101,123.6039,3.6039,123.1830,0.0911
5.6660,0.8330,299.8800,0.3467,-0.3135,1.4097,123.6036,3.6036,123.1826,0.0915
5.6680,0.8340,300.2400,0.3467,-0.3141,1.4093,123.6024,3.6024,123.1813,0.0928
5.6700,0.8350,300.6000,0.3467,-0.3148,1.4089,123.6006,3.6006,123.1794,0.0947
5.6720,0.8360,300.9600,0.3467,-0.3155,1.4085,123.5988,3.5988,123.1775,0.0966
5.6740,0.8370,301.3200,0.3467,-0.3162,1.4082,123.5973,3.5973,123.1759,0.0982
5.6760,0.8380,301.6800,0.3467,-0.3168,1.4078,123.5964,3.5964,123.1750,0.0991
5.6780,0.8390,302.0400,0.3467,-0.3175,1.4074,123.5966,3.5966,123.1751,0.0990
5.6800,0.8400,302.4000,0.3467,-0.3182,1.4070,123.5958,3.5958,123.1743,0.0998
5.6820,0.8410,302.7600,0.3467,-0.3188,1.4065,123.5946,3.5946,123.1731,0.1010
5.6840,0.8420,303.1200,0.3467,-0.3195,1.4061,123.5933,3.5933,123.1718,0.1023
5.6860,0.8430,303.4800,0.3467,-0.3201,1.4057,123.5923,3.5923,123.1708,0.1033
5.6880,0.8440,303.8400,0.3467,-0.3208,1.4053,123.5920,3.5920,123.1705,0.1036
5.6900,0.8450,304.2000,0.3467,-0.3214,1.4049,123.5927,3.5927,123.1713,0.1028
5.6920,0.8460,304.5600,0.3467,-0.3221,1.4044,123.5925,3.5925,123.1712,0.1029
5.6940,0.8470,304.9200,0.3467,-0.3227,1.4040,123.5918,3.5918,123.1706,0.1035
5.6960,0.8480,305.2800,0.3467,-0.3234,1.4036,123.5911,3.5911,123.1700,0.1041
5.6980,0.8490,305.6400,0.3467,-0.3240,1.4031,123.5907,3.5907,123.1697,0.1044
5.7000,0.8500,306.0000,0.3467,-0.3247,1.4027,123.5909,3.5909,123.1701,0.1040
5.7020,0.8510,306.3600,0.3467,-0.3253,1.4022,123.5900,3.5900,123.1693,0.1048
5.7040,0.8520,306.7200,0.3467,-0.3259,1.4018,123.5884,3.5884,123.1678,0.1063
5.7060,0.8530,307.0800,0.3467,-0.3266,1.4013,123.5864,3.5864,123.1661,0.1080
5.7080,0.8540,307.4400,0.3467,-0.3272,1.4008,123.5846,3.5846,123.1644,0.1097
5.7100,0.8550,307.8000,0.3467,-0.3278,1.4004,123.5832,3.5832,123.1632,0.1109
5.7120,0.8560,308.1600,0.3467,-0.3284,1.3999,123.5826,3.5826,123.1629,0.1112
5.7140,0.8570,308.5200,0.3467,-0.3290,1.3994,123.5809,3.5809,123.1615,0.1126
5.7160,0.8580,308.8800,0.3467,-0.3297,1.3989,123.5787,3.5787,123.1595,0.1146
5.7180,0.8590,309.2400,0.3467,-0.3303,1.3985,123.5762,3.5762,123.1574,0.1167
5.7200,0.8600,309.6000,0.3467,-0.3309,1.3980,123.5740,3.5740,123.1554,0.1187
5.7220,0.8610,309.9600,0.3467,-0.3315,1.3975,123.5723,3.5723,123.1540,0.1201
5.7240,0.8620,310.3200,0.3467,-0.3321,1.3970,123.5714,3.5714,123.1535,0.1206
5.7260,0.8630,310.6800,0.3467,-0.3327,1.3965,123.5696,3.5696,123.1521,0.1220
5.7280,0.8640,311.0400,0.3467,-0.3333,1.3960,123.5673,3.5673,123.1501,0.1240
5.7300,0.8650,311.4000,0.3467,-0.3339,1.3955,123.5648,3.5648,123.1481,0.1261
5.7320,0.8660,311.7600,0.3467,-0.3345,1.3950,123.5626,3.5626,123.1462,0.1279
5.7340,0.8670,312.1200,0.3467,-0.3350,1.3945,123.5610,3.5610,123.1450,0.1291
5.7360,0.8680,312.4800,0.3467,-0.3356,1.3939,123.5603,3.5603,123.1447,0.1294
5.7380,0.8690,312.8400,0.3467,-0.3362,1.3934,123.5586,3.5586,123.1435,0.1306
5.7400,0.8700,313.2000,0.3467,-0.3368,1.3929,123.5565,3.5565,123.1419,0.1322
5.7420,0.8710,313.5600,0.3467,-0.3374,1.3924,123.5543,3.5543,123.1402,0.1339
5.7440,0.8720,313.9200,0.3467,-0.3379,1.3918,123.5523,3.5523,123.1387,0.1354
5.7460,0.8730,314.2800,0.3467,-0.3385,1.3913,123.5510,3.5510,123.1379,0.1362
5.7480,0.8740,314.6400,0.3467,-0.3390,1.3908,123.5506,3.5506,123.1380,0.1361
5.7500,0.8750,315.0000,0.3468,-0.3396,1.3902,123.5493,3.5493,123.1372,0.1369
5.7520,0.8760,315.3600,0.3468,-0.3402,1.3897,123.5475,3.5475,123.1361,0.1381
5.7540,0.8770,315.7200,0.3468,-0.3407,1.3891,123.5457,3.5457,123.1348,0.1393
5.7560,0.8780,316.0800,0.3468,-0.3413,1.3886,123.5441,3.5441,123.1338,0.1403
5.7580,0.8790,316.4400,0.3468,-0.3418,1.3880,123.5432,3.5432,123.1335,0.1406
5.7600,0.8800,316.8000,0.3468,-0.3424,1.3875,123.5411,3.5411,123.1321,0.1420
5.7620,0.8810,317.1600,0.3468,-0.3429,1.3869,123.5384,3.5384,123.1300,0.1441
5.7640,0.8820,317.5200,0.3468,-0.3434,1.3863,123.5353,3.5353,123.1276,0.1465
5.7660,0.8830,317.8800,0.3468,-0.3440,1.3858,123.5323,3.5323,123.1253,0.1488
5.7680,0.8840,318.2400,0.3468,-0.3445,1.3852,123.5298,3.5298,123.1234,0.1507
5.7700,0.8850,318.6000,0.3468,-0.3450,1.3846,123.5280,3.5280,123.1223,0.1518
5.7720,0.8860,318.9600,0.3468,-0.3455,1.3840,123.5251,3.5251,123.1202,0.1539
5.7740,0.8870,319.3200,0.3468,-0.3460,1.3834,123.5218,3.5218,123.1175,0.1566
5.7760,0.8880,319.6800,0.3468,-0.3465,1.3829,123.5182,3.5182,123.1147,0.1594
5.7780,0.8890,320.0400,0.3468,-0.3471,1.3823,123.5147,3.5147,123.1121,0.1620
5.7800,0.8900,320.4000,0.3468,-0.3476,1.3817,123.5118,3.5118,123.1099,0.1642
5.7820,0.8910,320.7600,0.3468,-0.3481,1.3811,123.5097,3.5097,123.1086,0.1655
5.7840,0.8920,321.1200,0.3468,-0.3486,1.3805,123.5067,3.5067,123.1064,0.1677
5.7860,0.8930,321.4800,0.3468,-0.3491,1.3799,123.5031,3.5031,123.1037,0.1704
5.7880,0.8940,321.8400,0.3468,-0.3495,1.3793,123.4995,3.4995,123.1009,0.1732
5.7900,0.8950,322.2000,0.3468,-0.3500,1.3787,123.4960,3.4960,123.0983,0.1758
5.7920,0.8960,322.5600,0.3468,-0.3505,1.3781,123.4931,3.4931,123.0963,0.1778
5.7940,0.8970,322.9200,0.3468,-0.3510,1.3774,123.4911,3.4911,123.0952,0.1789
5.7960,0.8980,323.2800,0.3468,-0.3515,1.3768,123.4882,3.4882,123.0932,0.1809
5.7980,0.8990,323.6400,0.3468,-0.3519,1.3762,123.4848,3.4848,123.0908,0.1833
5.8000,0.9000,324.0000,0.3468,-0.3524,1.3756,123.4814,3.4814,123.0882,0.1859
5.8020,0.9010,324.3600,0.3468,-0.3529,1.3750,123.4781,3.4781,123.0860,0.1881
5.8040,0.9020,324.7200,0.3468,-0.3533,1.3743,123.4755,3.4755,123.0843,0.1898
5.8060,0.9030,325.0800,0.3468,-0.3538,1.3737,123.4737,3.4737,123.0835,0.1906
5.8080,0.9040,325.4400,0.3468,-0.3542,1.3731,123.4711,3.4711,123.0819,0.1922
5.8100,0.9050,325.8000,0.3468,-0.3547,1.3724,123.4681,3.4681,123.0799,0.1942
5.8120,0.9060,326.1600,0.3468,-0.3551,1.3718,123.4649,3.4649,123.0778,0.1963
5.8140,0.9070,326.5200,0.3468,-0.3555,1.3711,123.4621,3.4621,123.0760,0.1981
5.8160,0.9080,326.8800,0.3468,-0.3560,1.3705,123.4598,3.4598,123.0748,0.1993
5.8180,0.9090,327.2400,0.3469,-0.3564,1.3698,123.4565,3.4565,123.0725,0.2016
5.8200,0.9100,327.6000,0.3469,-0.3568,1.3692,123.4525,3.4525,123.0696,0.2045
5.8220,0.9110,327.9600,0.3469,-0.3573,1.3685,123.4482,3.4482,123.0665,0.2077
5.8240,0.9120,328.3200,0.3469,-0.3577,1.3679,123.4440,3.4440,123.0634,0.2107
5.8260,0.9130,328.6800,0.3469,-0.3581,1.3672,123.4401,3.4401,123.0607,0.2134
5.8280,0.9140,329.0400,0.3469,-0.3585,1.3666,123.4370,3.4370,123.0587,0.2154
5.8300,0.9150,329.4000,0.3469,-0.3589,1.3659,123.4329,3.4329,123.0558,0.2183
5.8320,0.9160,329.7600,0.3469,-0.3593,1.3652,123.4283,3.4283,123.0524,0.2217
5.8340,0.9170,330.1200,0.3469,-0.3597,1.3646,123.4235,3.4235,123.0488,0.2253
5.8360,0.9180,330.4800,0.3469,-0.3601,1.3639,123.4189,3.4189,123.0454,0.2287
5.8380,0.9190,330.8400,0.3469,-0.3605,1.3632,123.4147,3.4147,123.0425,0.2316
5.8400,0.9200,331.2000,0.3469,-0.3608,1.3625,123.4113,3.4113,123.0403,0.2338
5.8420,0.9210,331.5600,0.3469,-0.3612,1.3618,123.4071,3.4071,123.0373,0.2368
5.8440,0.9220,331.9200,0.3469,-0.3616,1.3612,123.4024,3.4024,123.0339,0.2402
5.8460,0.9230,332.2800,0.3469,-0.3620,1.3605,123.3975,3.3975,123.0303,0.2438
5.8480,0.9240,332.6400,0.3469,-0.3623,1.3598,123.3929,3.3929,123.0270,0.2471
5.8500,0.9250,333.0000,0.3469,-0.3627,1.3591,123.3887,3.3887,123.0242,0.2499
5.8520,0.9260,333.3600,0.3469,-0.3631,1.3584,123.3854,3.3854,123.0222,0.2519
5.8540,0.9270,333.7200,0.3469,-0.3634,1.3577,123.3813,3.3813,123.0195,0.2546
5.8560,0.9280,334.0800,0.3469,-0.3638,1.3570,123.3768,3.3768,123.0163,0.2578
5.8580,0.9290,334.4400,0.3469,-0.3641,1.3563,123.3721,3.3721,123.0130,0.2611
5.8600,0.9300,334.8000,0.3469,-0.3644,1.3556,123.3677,3.3677,123.0100,0.2641
